ORDEN,Nombre de la empresa extranjera,Empresa,Nombre limpio viejo,Nombre del agente/representante cubano, , .1,Tipo,Objeto de la resolución,País casa matriz del agente,País casa matriz,Representante en Cuba,Perfil,"Prohibición de importar exportar, mayorismo y distribución mercancías ",Objeto,Anexo 1,Tipo de trámite,Resultado,Causa de denegación,Fecha de la resolución,Firmante nombre,Firmante cargo,Código resolución,No. de Resolución,Fecha Gaceta,Código gaceta,Link sitio gaceta,Link Drive PI,Objetos
655.0,"LAS PAILAS DE CEMENTO, S.A.","LAS PAILAS DE CEMENTO, S.A.","LAS PAILAS DE CEMENTO, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,España,,,Sí,"Actuar como oficina de representación del socio extranjero en la empresa mixta Cementos Cienfuegos, S.A.",No,Renovación,Aprobado,N.A.,2017-10-16 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2018-136-O8,288/2017,2018-03-22 00:00:00,GOC-2018-O-8,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2018-o8.rar,https://drive.google.com/file/d/1wRgXeO4ischMRwYPTdvI8Dox5jVdX98S/view?usp=sharing,
1733.0,"LAS PAILAS DE CEMENTO, S.A.","LAS PAILAS DE CEMENTO, S.A.","LAS PAILAS DE CEMENTO, S.A.",,,,Compañía,Respuesta a solicitud de inscripción,,España,,,Sí,"Actuar como oficina de representación del socio extranjero en la empresa mixta Cementos Cienfuegos, S.A.",No,Renovación,Aprobado,N.A.,2014-09-22 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,263 de 2014,2014-10-24 00:00:00,GOC-2014-O-50,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_50_2014.pdf,https://drive.google.com/file/d/1VUkhsv5k5OPmKnnxWLDZ3b-vbyL4OUXl/view?usp=sharing,
2372.0,"LAS PAILAS DE CEMENTO, S.A.","LAS PAILAS DE CEMENTO, S.A.","LAS PAILAS DE CEMENTO, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,España,,,Sí,"Actuar como oficina de representación del socio extranjero en la empresa mixta Cementos Cienfuegos, S.A.",No,Renovación,Aprobado,N.A.,2011-09-19 00:00:00,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,340 de 2011,2011-10-04 00:00:00,GOC-2011-O-32,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_032_2011.pdf,https://drive.google.com/file/d/1FM-ntS3Qzqxz5K6zdPoLgzMLDyRvtMGn/view?usp=sharing,
10.0,"SPACUB, S.L.","SPACUB, S.L.","SPACUB, S.L.",,https://opencorporates.com/companies?utf8=%E2%9C%93&q=,,Sucursal de compañía,Respuesta a solicitud de inscripción,,España,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte inte- grante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2020-12-14 00:00:00,Rodrigo Malmierca Díaz,Ministro del MINCEX,GOC-2021-85-O6,409/2020,2021-01-18 00:00:00,GOC-2021-O-6,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2021-o6.pdf,https://drive.google.com/file/d/1YS8-0jIo1b_EnuExnBXJQYwF7C9jyRiO/view?usp=sharing,"['29', '34', '39', '40', '41', '42', '43', '44', '45', '48', '51', '52', '53', '54', '56', '58', '59', '60', '61', '62', '63', '64', '65', '71', '73', '82', '83', '84', '90', '96', '29', '34', '39', '40', '41', '42', '43', '44', '45', '48', '51', '52', '53', '54', '56', '58', '59', '60', '61', '62', '63', '64', '65', '71', '73', '82', '83', '84', '90', '96', '29', '34', '39', '40', '41', '42', '43', '44', '45', '48', '51', '52', '53', '54', '56', '58', '59', '60', '61', '62', '63', '64', '65', '71', '73', '82', '83', '84', '90', '96', '29', '34', '39', '40', '41', '44', '45', '48', '52', '53', '54', '56', '58', '59', '61', '62', '63', '64', '71', '73', '82', '83', '84', '96']"
678.0,"SPACUB, S.L.","SPACUB, S.L.","SPACUB, S.L.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,España,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1, que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2017-11-15 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2018-265-O16,321/2017,2018-04-27 00:00:00,GOC-2018-O-16,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2018-o16_0.rar,https://drive.google.com/file/d/1tpBBFg3ucAxJtv0wDp_mDTu7h3kfhQvj/view?usp=sharing,"['29', '34', '39', '40', '41', '42', '43', '44', '45', '48', '51', '52', '53', '54', '56', '58', '59', '60', '61', '62', '63', '64', '65', '71', '73', '82', '83', '84', '90', '96', '29', '34', '39', '40', '41', '42', '43', '44', '45', '48', '51', '52', '53', '54', '56', '58', '59', '60', '61', '62', '63', '64', '65', '71', '73', '82', '83', '84', '90', '96', '29', '34', '39', '40', '41', '42', '43', '44', '45', '48', '51', '52', '53', '54', '56', '58', '59', '60', '61', '62', '63', '64', '65', '71', '73', '82', '83', '84', '90', '96', '29', '34', '39', '40', '41', '44', '45', '48', '52', '53', '54', '56', '58', '59', '61', '62', '63', '64', '71', '73', '82', '83', '84', '96']"
1343.0,"SPACUB, S.L.","SPACUB, S.L.","SPACUB, S.L.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,España,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de Capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2014-11-27 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,307 de 2014,2015-01-16 00:00:00,GOC-2015-O-2,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_2_2015.pdf,https://drive.google.com/file/d/1oUKsRsDWDpv4r7Xh3A3eixPdEEhYWhVL/view?usp=sharing,"['29', '34', '39', '40', '41', '42', '43', '44', '45', '48', '51', '52', '53', '54', '56', '58', '59', '60', '61', '62', '63', '64', '65', '71', '73', '82', '83', '84', '90', '96', '29', '34', '39', '40', '41', '42', '43', '44', '45', '48', '51', '52', '53', '54', '56', '58', '59', '60', '61', '62', '63', '64', '65', '71', '73', '82', '83', '84', '90', '96', '29', '34', '39', '40', '41', '42', '43', '44', '45', '48', '51', '52', '53', '54', '56', '58', '59', '60', '61', '62', '63', '64', '65', '71', '73', '82', '83', '84', '90', '96', '29', '34', '39', '40', '41', '44', '45', '48', '52', '53', '54', '56', '58', '59', '61', '62', '63', '64', '71', '73', '82', '83', '84', '96']"
2367.0,"SPACUB, S.L.","SPACUB, S.L.","SPACUB, S.L.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,España,,,Sí,Realización de actividades comerciales relacionadas con las mercancías que a nivel de capítulos se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.,Sí,Renovación,Aprobado,N.A.,2011-09-02 00:00:00,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,333 de 2011,2011-10-04 00:00:00,GOC-2011-O-32,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_032_2011.pdf,https://drive.google.com/file/d/1FM-ntS3Qzqxz5K6zdPoLgzMLDyRvtMGn/view?usp=sharing,"['29', '34', '39', '40', '41', '42', '43', '44', '45', '48', '51', '52', '53', '54', '56', '58', '59', '60', '61', '62', '63', '64', '65', '71', '73', '82', '83', '84', '90', '96', '29', '34', '39', '40', '41', '42', '43', '44', '45', '48', '51', '52', '53', '54', '56', '58', '59', '60', '61', '62', '63', '64', '65', '71', '73', '82', '83', '84', '90', '96', '29', '34', '39', '40', '41', '42', '43', '44', '45', '48', '51', '52', '53', '54', '56', '58', '59', '60', '61', '62', '63', '64', '65', '71', '73', '82', '83', '84', '90', '96', '29', '34', '39', '40', '41', '44', '45', '48', '52', '53', '54', '56', '58', '59', '61', '62', '63', '64', '71', '73', '82', '83', '84', '96']"
11.0,LBS DISTRIBUTION LTD,LBS DISTRIBUTION LTD.,LBS DISTRIBUTION LTD,,https://opencorporates.com/companies?utf8=%E2%9C%93&q=,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Canadá,,,Sí,"Realización de actividades comerciales rela- cionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2020-12-14 00:00:00,Rodrigo Malmierca Díaz,Ministro del MINCEX,GOC-2021-86-O6,410/2020,2021-01-18 00:00:00,GOC-2021-O-6,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2021-o6.pdf,https://drive.google.com/file/d/1YS8-0jIo1b_EnuExnBXJQYwF7C9jyRiO/view?usp=sharing,"['6', '13', '14', '25', '28', '29', '31', '32', '34', '35', '38', '39', '40', '42', '44', '45', '46', '48', '54', '56', '57', '59', '62', '63', '64', '65', '66', '68', '69', '70', '71', '72', '73', '74', '76', '78', '80', '82', '83', '84', '85', '87', '90', '94', '96', '6', '13', '14', '25', '28', '29', '31', '32', '34', '35', '38', '39', '40', '42', '44', '45', '46', '48', '54', '56', '57', '59', '62', '63', '64', '65', '66', '68', '69', '70', '71', '72', '73', '74', '76', '78', '80', '82', '83', '84', '85', '87', '90', '94', '96']"
694.0,LBS DISTRIBUTION LTD.,LBS DISTRIBUTION LTD.,LBS DISTRIBUTION LTD.,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Canadá,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2017-11-30 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2018-321-O18,673/2017,2018-05-25 00:00:00,GOC-2018-O-18,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2018-o18_0.rar,https://drive.google.com/file/d/1f8sillp17o1XQL_iyMSqxMLrH6TuD_ND/view?usp=sharing,"['6', '13', '14', '25', '28', '29', '31', '32', '34', '35', '38', '39', '40', '42', '44', '45', '46', '48', '54', '56', '57', '59', '62', '63', '64', '65', '66', '68', '69', '70', '71', '72', '73', '74', '76', '78', '80', '82', '83', '84', '85', '87', '90', '94', '96', '6', '13', '14', '25', '28', '29', '31', '32', '34', '35', '38', '39', '40', '42', '44', '45', '46', '48', '54', '56', '57', '59', '62', '63', '64', '65', '66', '68', '69', '70', '71', '72', '73', '74', '76', '78', '80', '82', '83', '84', '85', '87', '90', '94', '96']"
1359.0,LBS DISTRIBUTION LTD.,LBS DISTRIBUTION LTD.,LBS DISTRIBUTION LTD.,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Canadá,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2014-12-11 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,327 de 2014,2015-02-13 00:00:00,GOC-2015-O-5,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_5_2015.pdf,https://drive.google.com/file/d/1xFIp6n48zolysH4wK8g_UnMsSRvEOfgM/view?usp=sharing,"['6', '13', '14', '25', '28', '29', '31', '32', '34', '35', '38', '39', '40', '42', '44', '45', '46', '48', '54', '56', '57', '59', '62', '63', '64', '65', '66', '68', '69', '70', '71', '72', '73', '74', '76', '78', '80', '82', '83', '84', '85', '87', '90', '94', '96', '6', '13', '14', '25', '28', '29', '31', '32', '34', '35', '38', '39', '40', '42', '44', '45', '46', '48', '54', '56', '57', '59', '62', '63', '64', '65', '66', '68', '69', '70', '71', '72', '73', '74', '76', '78', '80', '82', '83', '84', '85', '87', '90', '94', '96']"
12.0,"MISTRAL CARIBE HOLDING, S.A.","MISTRAL CARIBE HOLDING, S.A.","MISTRAL CARIBE HOLDING, S.A.",,https://opencorporates.com/companies?utf8=%E2%9C%93&q=,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Costa Rica,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2020-12-11 00:00:00,Rodrigo Malmierca Díaz,Ministro del MINCEX,GOC-2021-87-O6,411/2020,2021-01-18 00:00:00,GOC-2021-O-6,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2021-o6.pdf,https://drive.google.com/file/d/1YS8-0jIo1b_EnuExnBXJQYwF7C9jyRiO/view?usp=sharing,"['27', '30', '32', '39', '40', '48', '49', '56', '57', '58', '59', '62', '63', '68', '70', '73', '74', '76', '82', '83', '84', '85', '87', '90', '91', '94', '96', '27', '32', '39', '40', '48', '49', '56', '57', '58', '59', '62', '63', '68', '70', '73', '74', '76', '82', '83', '84', '85', '87', '90', '91', '94', '96', '27', '32', '39', '40', '48', '49', '56', '57', '58', '59', '62', '68', '63', '70', '73', '74', '76', '82', '83', '84', '85', '87', '90', '91', '94', '96', '27', '32', '39', '40', '48', '49', '56', '57', '58', '59', '62', '63', '68', '70', '73', '74', '76', '82', '83', '84', '85', '87', '90', '91', '94', '96']"
696.0,"MISTRAL CARIBE HOLDING, S.A.","MISTRAL CARIBE HOLDING, S.A.","MISTRAL CARIBE HOLDING, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Costa Rica,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución y la realización de la actividad informática a través de la venta de software.",Sí,Renovación,Aprobado,N.A.,2017-11-30 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2018-323-O18,675/2017,2018-05-25 00:00:00,GOC-2018-O-18,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2018-o18_0.rar,https://drive.google.com/file/d/1f8sillp17o1XQL_iyMSqxMLrH6TuD_ND/view?usp=sharing,"['27', '30', '32', '39', '40', '48', '49', '56', '57', '58', '59', '62', '63', '68', '70', '73', '74', '76', '82', '83', '84', '85', '87', '90', '91', '94', '96', '27', '32', '39', '40', '48', '49', '56', '57', '58', '59', '62', '63', '68', '70', '73', '74', '76', '82', '83', '84', '85', '87', '90', '91', '94', '96', '27', '32', '39', '40', '48', '49', '56', '57', '58', '59', '62', '68', '63', '70', '73', '74', '76', '82', '83', '84', '85', '87', '90', '91', '94', '96', '27', '32', '39', '40', '48', '49', '56', '57', '58', '59', '62', '63', '68', '70', '73', '74', '76', '82', '83', '84', '85', '87', '90', '91', '94', '96']"
1361.0,"MISTRAL CARIBE HOLDING, S.A.","MISTRAL CARIBE HOLDING, S.A.","MISTRAL CARIBE HOLDING, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Costa Rica,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de Capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2014-12-11 00:00:00,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,330 de 2014,2015-02-13 00:00:00,GOC-2015-O-5,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_5_2015.pdf,https://drive.google.com/file/d/1xFIp6n48zolysH4wK8g_UnMsSRvEOfgM/view?usp=sharing,"['27', '30', '32', '39', '40', '48', '49', '56', '57', '58', '59', '62', '63', '68', '70', '73', '74', '76', '82', '83', '84', '85', '87', '90', '91', '94', '96', '27', '32', '39', '40', '48', '49', '56', '57', '58', '59', '62', '63', '68', '70', '73', '74', '76', '82', '83', '84', '85', '87', '90', '91', '94', '96', '27', '32', '39', '40', '48', '49', '56', '57', '58', '59', '62', '68', '63', '70', '73', '74', '76', '82', '83', '84', '85', '87', '90', '91', '94', '96', '27', '32', '39', '40', '48', '49', '56', '57', '58', '59', '62', '63', '68', '70', '73', '74', '76', '82', '83', '84', '85', '87', '90', '91', '94', '96']"
2416.0,"MISTRAL CARIBE HOLDING, S.A.","MISTRAL CARIBE HOLDING, S.A.","MISTRAL CARIBE HOLDING, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Costa Rica,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No 1 que forma parte integrante de la presente Resolución, así como la inclusión, por el período de un (1) año de la actividad de informática a través de la venta de software.",Sí,Renovación,Aprobado,N.A.,2011-12-13 00:00:00,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,420 de 2011,2011-12-26 00:00:00,GOC-2011-O-46,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_046_2011.pdf,https://drive.google.com/file/d/1CEmBIqHiGJKn0qHhLpjNige72rUkydMn/view?usp=sharing,"['27', '30', '32', '39', '40', '48', '49', '56', '57', '58', '59', '62', '63', '68', '70', '73', '74', '76', '82', '83', '84', '85', '87', '90', '91', '94', '96', '27', '32', '39', '40', '48', '49', '56', '57', '58', '59', '62', '63', '68', '70', '73', '74', '76', '82', '83', '84', '85', '87', '90', '91', '94', '96', '27', '32', '39', '40', '48', '49', '56', '57', '58', '59', '62', '68', '63', '70', '73', '74', '76', '82', '83', '84', '85', '87', '90', '91', '94', '96', '27', '32', '39', '40', '48', '49', '56', '57', '58', '59', '62', '63', '68', '70', '73', '74', '76', '82', '83', '84', '85', '87', '90', '91', '94', '96']"
13.0,"GRACE GROUP CO, LTD","GRACE GROUP CO., LTD.","GRACE GROUP CO, LTD",,https://opencorporates.com/companies?utf8=%E2%9C%93&q=,,Sucursal de compañía,Respuesta a solicitud de inscripción,,China,,,Sí,"Realización de actividades comerciales relacio- nadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2020-12-11 00:00:00,Rodrigo Malmierca Díaz,Ministro del MINCEX,GOC-2021-88-O6,412/2020,2021-01-18 00:00:00,GOC-2021-O-6,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2021-o6.pdf,https://drive.google.com/file/d/1YS8-0jIo1b_EnuExnBXJQYwF7C9jyRiO/view?usp=sharing,
1511.0,"GRACE GROUP CO., LTD.","GRACE GROUP CO., LTD.","GRACE GROUP CO., LTD.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,China,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en documento anexo.",Sí,Inscripción,Aprobado,N.A.,2015-09-07 00:00:00,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,271/2015,2015-10-05 00:00:00,GOC-2015-O-42,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_42_2015.pdf,https://drive.google.com/file/d/1WowKZtkdl9JLiyAy3Ra6C3G3lOznAtA1/view?usp=sharing,
14.0,"OLEOHIDRÁULICA FERRUZ, S.A.","OLEOHIDRÁULICA FERRUZ, S.A.","OLEOHIDRÁULICA FERRUZ, S.A.",,https://opencorporates.com/companies?utf8=%E2%9C%93&q=,,Sucursal de compañía,Respuesta a solicitud de inscripción,,España,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,2020-12-11 00:00:00,Rodrigo Malmierca Díaz,Ministro del MINCEX,GOC-2021-89-O6,413/2020,2021-01-18 00:00:00,GOC-2021-O-6,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2021-o6.pdf,https://drive.google.com/file/d/1YS8-0jIo1b_EnuExnBXJQYwF7C9jyRiO/view?usp=sharing,"['2', '3', '4', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '18', '19', '20', '21', '22', '23', '24', '30', '32', '33', '34', '37', '39', '40', '42', '43', '44', '45', '46', '48', '49', '52', '54', '55', '56', '59', '60', '61', '62', '63', '64', '65', '66', '67', '68', '69', '70', '72', '73', '74', '75', '76', '82', '83', '84', '85', '87', '89', '90', '91', '94', '95', '96', '39', '40', '42', '43', '49', '52', '54', '55', '56', '59', '60', '61', '62', '63', '64', '66', '68', '72', '73', '74', '75', '76', '82', '83', '84', '85', '87', '90', '91', '94', '95', '96', '39', '40', '42', '43', '49', '52', '54', '55', '56', '59', '60', '61', '62', '63', '64', '66', '68', '72', '73', '74', '75', '76', '82', '83', '84', '85', '87', '90', '91', '94', '95', '96', '39', '40', '42', '43', '49', '52', '54', '55', '56', '59', '60', '61', '62', '63', '64', '66', '68', '72', '73', '74', '75', '76', '82', '83', '84', '85', '87', '90', '91', '94', '95', '96']"
