ORDEN,Nombre de la empresa extranjera,Nombre limpio definitivo,Nombre limpio viejo,Nombre del agente/representante cubano,,,Tipo,Objeto de la resolución,País casa matriz del agente,País casa matriz,Representante en Cuba,Perfil,"Prohibición de importar exportar, mayorismo y distribución mercancías ",Objeto,Anexo 1,Tipo de trámite,Resultado,Causa de denegación,Fecha de la resolución,Firmante nombre,Firmante cargo,Código resolución,No. de Resolución,Fecha Gaceta,Código gaceta,Link sitio gaceta,Link Drive PI
106,ACHSE LATEINAMERIKA GMBH.,ACHSE LATEINAMERIKA GMBH,ACHSE LATEINAMERIKA GMBH,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Alemania,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo I que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,11/5/2021,Rodrigo Malmierca Díaz,Ministro del MINCEX,GOC-2021-509-O56,125/2021,19/5/2021,GOC-2021-O-56,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2021-o56.pdf,https://drive.google.com/file/d/1vPKF77_GFxgJZkFcxyTOuwgqklwLGHfZ/view?usp=sharing
767,ACHSE LATEINAMERIKA GMBH,ACHSE LATEINAMERIKA GMBH,ACHSE LATEINAMERIKA GMBH,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Alemania,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,15/3/2018,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2018-603-O31,86/2018,25/9/2018,GOC-2018-O-31,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2018-o31.pdf,https://drive.google.com/file/d/18iU5GFpVECCH9mVXGzx8lOFN0BHK0XYi/view?usp=sharing
1442,ACHSE LATEINAMERIKANA GMBH.,ACHSE LATEINAMERIKA GMBH,ACHSE LATEINAMERIKA GMBH,,,,Sociedad,Respuesta a solicitud de inscripción,,Alemania,,,Sí,"Realización de las actividades comerciales relacionadas con las mercancías que, a nivel de Capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,31/3/2015,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,91 de 2015,28/4/2015,GOC-2015-O-17,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_17_2015.pdf,https://drive.google.com/file/d/1Mvj1G9RFf8SC-b0ana8KVrhitV3a34By/view?usp=sharing
1017,"ACTIVEWEAR VALERIO, S.L.","ACTIVEWEAR VALERIO, S.L.","ACTIVEWEAR VALERIO, S.L.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,España,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo que forma parte integrante de la presente Resolución.",Sí,Inscripción,Aprobado,N.A.,15/2/2017,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2017-363-O16,56 de 2017,16/5/2017,GOC-2017-O-16,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2017-o16.pdf,https://drive.google.com/file/d/18OVE62Ql1i51wfpMBkrcJ8C9S51j2EzK/view?usp=sharing
903,"ADIDAS LATIN AMERICA, S.A.","ADIDAS LATIN AMERICA, S.A.","ADIDAS LATIN AMERICA, S.A.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Panamá,,,Sí,"Realización de actividades mercantiles comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,19/10/2018,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2018-1274-O68,305/2018,26/12/2018,GOC-2018-O-68,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2018-o68.pdf,https://drive.google.com/file/d/1YCOfNihvXc_rj1KlUpCR8qrZQN3-S9Zv/view?usp=sharing
1531,"ADIDAS LATÍN AMÉRICA, S.A.","ADIDAS LATIN AMERICA, S.A.","ADIDAS LATIN AMERICA, S.A.",,,,Compañía,Respuesta a solicitud de inscripción,,Panamá,,,Sí,"Realización de las actividades comerciales relacionadas con las mercancías que, a nivel de capítulos, se describen en el Anexo No. 1 que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,12/10/2015,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,300 de 2015,3/11/2015,GOC-2015-O-50,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_50_2015.pdf,https://drive.google.com/file/d/1KM9FcAltMitD9ZPhDcw_wXqnpvlTEAMF/view?usp=sharing
2147,ADIDAS LATIN AMERICA S.A.,"ADIDAS LATIN AMERICA, S.A.",ADIDAS LATIN AMERICA S.A.,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Panamá,,,Sí,"Realización de actividades comerciales relacionadas con las mercancías que a nivel de Capítulos se describen en el Anexo No 1, que forma parte integrante de la presente Resolución.",Sí,Renovación,Aprobado,N.A.,26/9/2012,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,280 de 2012,25/10/2012,GOC-2012-O-46,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_046_2012.pdf,https://drive.google.com/file/d/1itz_WwMCSoeuAij9cfBAfBWfOv41Y80O/view?usp=sharing
273,AEROFLOT-AEROLÍNEAS RUSAS,AEROFLOT - AEROLÍNEAS RUSAS,AEROFLOT-AEROLÍNEAS RUSAS,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Rusia,,,Sí,Realización de actividades comerciales relacionadas con la transportación de pasajeros y cargas.,No,Renovación,Aprobado,N.A.,12/3/2020,Rodrigo Malmierca Díaz,Ministro del MINCEX,GOC-2020-300-O26,99 de 2020,7/4/2020,GOC-2020-O-26,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2020-o26_0.pdf,https://drive.google.com/file/d/1OWacoUf84G6zQ9w2D49LNb_TEvFmhOiC/view?usp=sharing
1027,AEROFLOT-AEROLINEAS RUSAS,AEROFLOT - AEROLÍNEAS RUSAS,AEROFLOT-AEROLÍNEAS RUSAS,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Rusia,,,Sí,Realización de actividades comerciales relacionadas con la transportación de pasajeros y cargas.,No,Renovación,Aprobado,N.A.,15/3/2017,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2017-378-O17,86 de 2017,16/5/2017,GOC-2017-O-17,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2017-o17.pdf,https://drive.google.com/file/d/1znPEQQB5BuiV3MuFTTBUXXIH_7Fr33FK/view?usp=sharing
1665,AEROFLOT-AEROLINEAS RUSAS,AEROFLOT - AEROLÍNEAS RUSAS,AEROFLOT-AEROLÍNEAS RUSAS,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Rusia,,,Sí,Realización de actividades comerciales relacionadas con la transportación de pasajeros y cargas.,No,Renovación,Aprobado,N.A.,12/5/2014,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,147 de 2014,2/6/2014,GOC-2014-O-24,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_024_2014.pdf,https://drive.google.com/file/d/1TygscvSWK4AnX0k3TR9I78wYZqUZV-Qz/view?usp=sharing
2660,AEROFLOT-AEROLINEAS RUSAS,AEROFLOT - AEROLÍNEAS RUSAS,,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Rusia,,,Sí,Comercialización de servicios de transportación de pasajeros y cargas.,No,Inscripción,Aprobado,N.A.,4/7/2010,Rodrigo Malmierca Díaz,Ministro,GOC-2022-723-O72,262/2022,13/7/2022,GOC-2022-O-72,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2022-o72.pdf,https://drive.google.com/file/d/175NDjM9SqIIFsJpotnEN_ky37KRnq1Xg/view?usp=sharing
2284,AEROFLOT OAO - LINEAS AEREAS DE RUSIA,AEROFLOT OAO - LÍNEAS AÉREAS DE RUSIA,AEROFLOT OAO – LINEAS AEREAS DE RUSIA,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Rusia,,,Sí,Realización de actividades comerciales relacionadas con la transportación de pasajeros y cargas.,No,Renovación,Aprobado,N.A.,30/3/2011,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,137 de 2011,29/4/2011,GOC-2011-O-9,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_009_2011.pdf,https://drive.google.com/file/d/1_oPFkPhzjcyYnUuMrGHkRQsdBs5vDCqt/view?usp=sharing
429,"AEROVIAS DE MÉXICO, S.A. DE C.V.","AEROVÍAS DE MÉXICO, S.A. DE C.V.","AEROVIAS DE MÉXICO, S.A. DE C.V.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,México,,,Sí,Realización de actividades comerciales consistentes en la transportación de pasajeros y cargas.,No,Renovación,Aprobado,N.A.,26/4/2019,Antonio L. Carricarte Corona,Ministro a.i. del Comercio Exterior y la Inversión Extranjera,GOC-2019-461-O36,113 de 2019,21/5/2019,GOC-2019-O-36,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2019-o36.pdf,https://drive.google.com/file/d/1jVIhP86W8IxDrE8QQEggWiMyrOjq01oo/view?usp=sharing
1644,"AEROVIAS DE MÉXICO, S.A. DE C.V.","AEROVÍAS DE MÉXICO, S.A. DE C.V.","AEROVIAS DE MÉXICO, S.A. DE C.V.",,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,México,,,Sí,Realización de actividades comerciales consistentes en la transportación de pasajeros y cargas.,No,Inscripción,Aprobado,N.A.,7/4/2014,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,110 DE 2014,7/5/2014,GOC-2014-O-18,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_18_2014.pdf,https://drive.google.com/file/d/1xrx5Wy-aHXVs3jX4P3FSW1__VZ_7GUxp/view?usp=sharing
1377,"AEROVIAS DEL CONTINENTE AMERICANO, S.A","AEROVÍAS DEL CONTINENTE AMERICANO, S.A. (AVIANCA)","AEROVIAS DEL CONTINENTE AMERICANO, S.A",,,,Entidad,Respuesta a solicitud de inscripción,,Colombia,,,Sí,Transporte aéreo de pasajeros y cargas.,No,Inscripción,Aprobado,N.A.,13/1/2015,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,18 de 2015,17/2/2015,GOC-2015-O-7,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_7_2015.pdf,https://drive.google.com/file/d/1VB0SH7B7xhOYg8rbjtc1GBBZymqNPNpz/view?usp=sharing
1543,"AEROVIAS DEL CONTINENTE AMERICANO, S.A., (AVIANCA)","AEROVÍAS DEL CONTINENTE AMERICANO, S.A. (AVIANCA)","AEROVIAS DEL CONTINENTE AMERICANO, S.A., (AVIANCA)",,,,Entidad,Rectificación de objeto,,Colombia,,,,"Transporte aéreo de pasajeros, cargas y correos internacionales.",,Renovación,Modificación,"Fue consignado erróneamente el objeto, en Cuba, de la entidad AEROVIAS DEL CONTINENTE AMERICANO, S.A., (AVIANCA), mencionada en el Por Cuanto anterior, por lo que corresponde rectificar el mismo.",22/10/2015,Antonio Luis Carricarte Corona,Ministro a.i. MINCEX,N.A.,317 de 2015,25/11/2015,GOC-2015-O-51,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_51_2015.pdf,https://drive.google.com/file/d/11uENgtuG9mqtnleRrd-Rh5_bb2xxGIl2/view?usp=sharing
2360,"AGEM, AUXILIAR GENERAL DE ELECTROMEDICINA S.A.","AGEM, AUXILIAR GENERAL DE ELECTROMEDICINA, S.A.","AGEM, AUXILIAR GENERAL DE ELECTROMEDICINA S.A.",,,,Compañía,Respuesta a solicitud de inscripción,,España,,,,,,Renovación,Cancelación definitiva,"Mediante la Resolución No 80 de fecha 16 de febrero de 2011, se dispuso la suspensión temporal de la Licencia otorgada por el Registro Nacional de Sucursales y Agentes de Sociedades Mercantiles Extranjeras, adscrito a la Cámara de Comercio de la República de Cuba, a la firma española AGEM, AUXILIAR GENERAL DE ELECTROMEDICINA S.A., por el término de seis (6) meses.
Transcurrido el término antes descrito se ha determinado que no han variado las razones de orden público que motivaron la imposición de la medida anteriormente mencionada, por lo que resulta procedente disponer la cancelación definitiva de la Licencia emitida a favor de la citada entidad.",26/8/2011,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,325 de 2011,27/9/2011,GOC-2011-O-31,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_031_2011.pdf,https://drive.google.com/file/d/1lnNXJcvvrjQuqhMeoVJfPzRXoyYKtpyG/view?usp=sharing
2485,"AGEM, AUXILIAR GENERAL DE ELECTROMEDICINA, S.A.","AGEM, AUXILIAR GENERAL DE ELECTROMEDICINA, S.A.","AGEM, AUXILIAR GENERAL DE ELECTROMEDICINA, S.A.",,,,Firma,Respuesta a solicitud de inscripción,,España,,,,,,Renovación,Suspensión temporal,"Se ha concluido que por razones de orden público resulta necesario disponer la suspensión temporal de la Licencia otorgada a la firma española AGEM, AUXILIAR GENERAL DE ELECTROMEDICINA, S.A.",25/1/2010,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,64 de 2010,10/3/2010,GOC-2010-O-8,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_008_2010.pdf,https://drive.google.com/file/d/1lXnZVXNroYq0h52TlgRXVBXUQnlS1YoK/view?usp=sharing
2599,"AGEM, AUXILIAR GENERAL DE ELECTROMEDICINA, S.A.","AGEM, AUXILIAR GENERAL DE ELECTROMEDICINA, S.A.","AGEM, AUXILIAR GENERAL DE ELECTROMEDICINA, S.A.",,,,Sucursal de firma,Respuesta a solicitud de inscripción,,España,,,,,,Renovación,Suspensión temporal,"Mediante Resolución No 64, de fecha 25 de enero de 2010, fue dispuesta la suspensión temporal de la Licencia otorgada por el Registro Nacional de Sucursales y Agentes de Sociedades Mercantiles Extranjeras, adscrito a la Cámara de Comercio de la República de Cuba, a la firma española AGEM, AUXILIAR GENERAL DE ELECTROMEDICINA, S.A., por el término de seis (6) meses.
Concluido el término por el cual fue suspendida la Licencia a la entidad mencionada en el apar- tado anterior, se mantienen las razones de orden público que determinaron la aplicación de la referida medida, por lo cual resulta necesario disponer nuevamente la aplicación de la medida de suspensión temporal de la Licencia otorgada a la firma española AGEM, AUXILIAR GENERAL DE ELECTROMEDICINA, S.A.",11/8/2010,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,361 de 2010,10/9/2010,GOC-2010-O-38,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_038_2010.pdf,https://drive.google.com/file/d/11WAaNImaQW5NQozzlBpLoOzXnDxT0D1y/view?usp=sharing
3,AGENCIA MARÍTIMA MAPOR S.A.,"AGENCIA MARÍTIMA MAPOR, S.A.",AGENCIA MARÍTIMA MAPOR S.A.,,https://opencorporates.com/companies?utf8=%E2%9C%93&q=,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Islas Vírgenes Británicas,,,Sí,"Realización de actividades mercantiles como Agente de Buque (de línea regular) para actuar a nombre y por cuenta del armador del buque, en las gestiones relacionadas con las operaciones que le hayan sido encomendadas del buque en puerto, tales como:
• Nombrar agentes consignatarios para la atención de los buques en la naviera representada.
• Asesorar y proteger los intereses de la naviera representada en las actividades propias de la administración y empleo de los buques.
• Supervisar las operaciones del buque y la utilización del tiempo empleado en las mismas.
• Supervisar el cumplimiento de las entregas de los suministros y servicios solicitados por el buque, la aplicación de tarifas y los pagos a realizarse por cuenta del buque.
• Realizar gestión de promoción, reservación y cierre de cargas para los buques de la
naviera representada y preparar la documentación que para ello resulte necesaria.
• Coordinar las operaciones del buque, el embarque y desembarque y la recepción y entrega de las cargas, incluyendo la entrega, el movimiento y la devolución de con- tenedores a embarcadores y receptores que utilicen los servicios de la naviera repre-
sentada.
• Tramitar y realizar, por cuenta del armador o del fletador los cobros de los fletes y demás cargos que correspondan y los pagos incurridos por el buque, según proceda.",No,Renovación,Aprobado,N.A.,11/12/2020,Rodrigo Malmierca Díaz,Ministro del MINCEX,GOC-2021-78-O6,400/2020,18/1/2021,GOC-2021-O-6,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2021-o6.pdf,https://drive.google.com/file/d/1YS8-0jIo1b_EnuExnBXJQYwF7C9jyRiO/view?usp=sharing
623,AGENCIA MARÍTIMA MAPOR S.A.,"AGENCIA MARÍTIMA MAPOR, S.A.",AGENCIA MARÍTIMA MAPOR S.A.,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Islas Vírgenes Británicas,,,Sí,"Realización de actividades mercantiles como Agente de Buque (de línea regular) para actuar a nombre y por cuenta del armador del buque, en las gestiones relacionadas con las opera- ciones que le hayan sido encomendadas del buque en puerto, tales como:
• Nombrar agentes consignatarios para la atención de los buques de la naviera representada. • Asesorar y proteger los intereses de la naviera representada en las actividades propias
de la administración y empleo de los buques.
• Supervisar las operaciones del buque y la utilización del tiempo empleado en las mismas. • Supervisar el cumplimiento de las entregas de los suministros y servicios solicitados
por el buque, la aplicación de tarifas y los pagos a realizare por cuenta del buque.
• Realizar gestiones de promoción, reservación y cierre de cargas para los buques de la
naviera representada y preparar la documentación que para ello resulte necesaria.
• Coordinar las operaciones del buque, el embarque y desembarque y la recepción y entrega de las cargas, incluyendo la entrega, el movimiento y la devolución de contene- dores a embarcadores y receptores que utilicen los servicios de la naviera representada. • Tramitar y realizar, por cuenta del armador o del fletador, los cobros de los fletes y
demás cargos que correspondan y los pagos incurridos por el buque, según proceda.",No,Renovación,Aprobado,N.A.,26/9/2017,Rodrigo Malmierca Díaz,Ministro MINCEX,GOC-2018-75-O4,262/2017,26/2/2018,GOC-2018-O-4,https://www.gacetaoficial.gob.cu/sites/default/files/goc-2018-o4_0.rar,https://drive.google.com/file/d/10Ad4Y924B-0Fg0xbff8541TjokXJ-lA2/view?usp=sharing
1725,AGENCIA MARÍTIMA MAPOR S.A.,"AGENCIA MARÍTIMA MAPOR, S.A.",AGENCIA MARÍTIMA MAPOR S.A.,,,,Sucursal de compañía,Respuesta a solicitud de inscripción,,Islas Vírgenes Británicas,,,Sí,"Realización de actividades mercantiles como Agente de Buque (de línea regular) para actuar a nombre y por cuenta del armador del buque, en las gestiones relacionadas con las operaciones que le hayan sido encomendadas del buque en puerto, tales como:
- Nombrar agentes consignatarios para la atención de los buques de la naviera representada.
- Asesorar y proteger los intereses de la naviera representada en las actividades propias de la administración y empleo de sus buques.
- Supervisar las operaciones del buque y la utilización del tiempo empleado en las mismas.
- Supervisar el cumplimiento de las entregas de los suministros y servicios solicitados por el buque, la aplicación de tarifas y los pagos a realizar por cuenta del buque.
- Realizar gestiones de promoción, reservación y cierre de cargas para los buques de la naviera representada y preparar la documentación que para ello resulte necesaria.
- Coordinar las operaciones del buque, el embarque y desembarque y la recepción y entrega de las cargas, incluyendo la entrega, el movimiento y la devolución de contenedores a embarcadores y receptores que utilicen los servicios de la naviera representada.
- Tramitar y realizar, por cuenta del armador o del fletador, los cobros de los fletes y demás cargos que correspondan y los pagos incurridos por el buque, según proceda.",No,Renovación,Aprobado,N.A.,18/9/2014,Rodrigo Malmierca Díaz,Ministro MINCEX,N.A.,249 de 2014,24/10/2014,GOC-2014-O-50,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_50_2014.pdf,https://drive.google.com/file/d/1VUkhsv5k5OPmKnnxWLDZ3b-vbyL4OUXl/view?usp=sharing
2362,AGENCIA MARÍTIMA MAPOR S.A.,"AGENCIA MARÍTIMA MAPOR, S.A.",AGENCIA MARÍTIMA MAPOR S.A.,,,,Sucursal de entidad,Respuesta a solicitud de inscripción,,Islas Vírgenes Británicas,,,Sí,"Realización de actividades mercantiles como Agente de Buque (de línea regular) para actuar a nombre y por cuenta del armador del buque, en las gestiones relacionadas con las operaciones que le hayan sido encomendadas del buque en puerto, tales como:
— Nombrar agentes consignatarios para la atención de los buques de la naviera representada.
— Asesorar y proteger los intereses de la naviera representada en las actividades propias de la administración y empleo de sus buques.
— Supervisar las operaciones del buque y la utilización del tiempo empleado en las mismas.
— Supervisar el cumplimiento de las entregas de los suministros y servicios solicitados por el buque, la aplicación de tarifas y los pagos a realizar por cuenta del buque.
— Realizar gestiones de promoción, reservación y cierre de cargas para los buques de la naviera representada y preparar la documentación que para ello resulte necesaria. 
—Coordinar las operaciones del buque, el embarque y desembarque y la recepción y entrega de las cargas, incluyendo la entrega, el movimiento y la devolución de contenedores a embarcadores y receptores que utilicen los servicios de la naviera representada.
— Tramitar y realizar, por cuenta del armador o del fletador, los cobros de los fletes y demás cargos que correspondan y los pagos incurridos por el buque, según proceda.",No,Renovación,Aprobado,N.A.,2/9/2011,Rodrigo Malmierca Díaz,Ministros MINCEX,N.A.,328 de 2011,4/10/2011,GOC-2011-O-32,https://www.gacetaoficial.gob.cu/sites/default/files/go_o_032_2011.pdf,https://drive.google.com/file/d/1FM-ntS3Qzqxz5K6zdPoLgzMLDyRvtMGn/view?usp=sharing
